City,State,Latitude,Longitude
Montesano,WA,47.015,-123.586
West Jefferson,OH,39.949,-83.308
Rutland,MI,42.639,-85.37
Sheffield,OH,41.457,-82.094
Falls City,NE,40.064,-95.598
Brandon,VT,43.8,-73.095
Green Oaks,IL,42.296,-87.914
Elkin,NC,36.263,-80.847
Otsego,MI,42.457,-85.697
Barrington Hills,IL,42.139,-88.203
Cayuga Heights,NY,42.468,-76.488
Millinocket,ME,45.647,-68.696
West Milwaukee,WI,43.012,-87.971
Scott City,KS,38.478,-100.902
Rice Lake,MN,46.895,-92.112
Brookfield,MO,39.785,-93.078
Hamilton,NY,42.828,-75.553
Riverdale,NJ,40.995,-74.316
Jonesboro,LA,32.233,-92.711
North East,PA,42.213,-79.833
Cross Plains,WI,43.115,-89.648
Sparta,IL,38.138,-89.728
Jourdanton,TX,28.914,-98.541
North Muskegon,MI,43.252,-86.271
Kildeer,IL,42.189,-88.049
Hazlehurst,GA,31.864,-82.599
Lathrup Village,MI,42.492,-83.227
Morrison,IL,41.808,-89.962
North East,MD,39.61,-75.939
Jasper,GA,34.466,-84.436
Chilton,WI,44.03,-88.162
Marine City,MI,42.714,-82.503
Pittsfield,NH,43.288,-71.302
Trent Woods,NC,35.082,-77.092
Whitesboro,TX,33.661,-96.901
North Yarmouth,ME,43.852,-70.236
Walhalla,SC,34.77,-83.055
Millstadt,IL,38.459,-90.083
Morgan,UT,41.042,-111.681
Point Pleasant,WV,38.854,-82.131
St Bernard,OH,39.172,-84.494
Fort Kent,ME,47.243,-68.525
Greenland,NH,43.032,-70.836
Monmouth,ME,44.229,-70.017
Indian Head Park,IL,41.768,-87.897
Plain City,OH,40.107,-83.27
Throop,PA,41.438,-75.593
Austin,IN,38.742,-85.812
Brookland,AR,35.905,-90.58
Quitman,GA,30.785,-83.561
Waialua,HI,21.567,-158.121
Wellsville,UT,41.625,-111.939
Rock Valley,IA,43.205,-96.292
Wingate,NC,34.985,-80.45
Capitol Heights,MD,38.877,-76.908
Mabank,TX,32.369,-96.115
Fleetwood,PA,40.457,-75.822
Burnham,IL,41.639,-87.545
Williamston,SC,34.62,-82.478
Duncan,SC,34.937,-82.141
South Haven,MI,42.402,-86.267
Monticello,IA,42.231,-91.184
Ridgway,PA,41.432,-78.727
Mills,WY,42.846,-106.382
Dwight,IL,41.098,-88.425
Pinetop Lakeside,AZ,34.151,-109.967
Vidalia,LA,31.567,-91.44
Alfred,NY,42.254,-77.79
Mullins,SC,34.204,-79.253
South Chicago Heights,IL,41.483,-87.637
Bayport,MN,45.017,-92.783
Crittenden,KY,38.788,-84.602
Bosque Farms,NM,34.848,-106.7
Hauula,HI,21.602,-157.903
Coquille,OR,43.18,-124.184
Mine Hill,NJ,40.879,-74.601
Candia,NH,43.059,-71.307
Riverside,MO,39.172,-94.633
Parker,FL,30.129,-85.601
Barnesville,OH,39.989,-81.173
Belleville,MI,42.202,-83.483
Smithton,IL,38.413,-89.991
Waynesburg,PA,39.898,-80.186
Amite City,LA,30.732,-90.515
Metter,GA,32.397,-82.063
Stillwater,NJ,41.071,-74.87
Trappe,PA,40.199,-75.475
Dumas,AR,33.885,-91.486
Boscawen,NH,43.338,-71.666
Dell Rapids,SD,43.825,-96.715
Dupo,IL,38.518,-90.208
Brookville,PA,41.162,-79.083
Taylor,AZ,34.443,-110.099
Bordentown,NJ,40.15,-74.708
Caldwell,TX,30.531,-96.701
Chester,NY,41.357,-74.277
Colorado City,TX,32.399,-100.858
Jackson,LA,30.835,-91.21
St Charles,MN,43.969,-92.059
Fenton,MO,38.529,-90.451
Cozad,NE,40.861,-99.986
Leland,MS,33.405,-90.891
Magee,MS,31.873,-89.734
Oneida,MI,42.725,-84.802
Valdez,AK,61.083,-146.32
Basalt,CO,39.369,-107.049
Scandia,MN,45.252,-92.833
Mary Esther,FL,30.412,-86.659
Hawkinsville,GA,32.3,-83.479
Rossville,GA,34.976,-85.29
Castle Hills,TX,29.525,-98.519
Spencer,OK,35.511,-97.372
Hawaiian Beaches,HI,19.534,-154.94
Tiptonville,TN,36.377,-89.481
South Blooming Grove,NY,41.374,-74.167
Wonder Lake,IL,42.377,-88.349
South Russell,OH,41.434,-81.328
Southport,NC,33.925,-78.027
Fairbury,NE,40.144,-97.177
Benson,NC,35.387,-78.541
Bluffton,OH,40.892,-83.888
Grant,MN,45.082,-92.911
South Haven,MI,42.358,-86.255
Algood,TN,36.2,-85.447
Stanley,NC,35.355,-81.094
Tilton,NH,43.461,-71.592
Ball,LA,31.418,-92.408
Clayton,DE,39.274,-75.631
Camdenton,MO,38.013,-92.751
Haskell,AR,34.509,-92.642
Westover,WV,39.635,-79.967
Del Mar,CA,32.963,-117.262
Mulberry,FL,27.908,-81.965
Rosemont,IL,41.989,-87.872
Weston,WV,39.039,-80.462
Woodson Terrace,MO,38.729,-90.36
Hinsdale,NH,42.821,-72.506
Marshall,IL,39.399,-87.691
Citronelle,AL,31.097,-88.25
Gilmanton,NH,43.426,-71.363
Montpelier,OH,41.584,-84.594
Windber,PA,40.236,-78.825
Carroll Valley,PA,39.75,-77.385
St James,MO,38.002,-91.613
Clifton,AZ,33.03,-109.284
Mitchell,IN,38.736,-86.474
Kiel,WI,43.916,-88.026
Clarion,PA,41.209,-79.38
Oaklyn,NJ,39.901,-75.08
Raymond,WI,42.832,-87.956
Naples,ME,43.971,-70.615
Ely,NV,39.265,-114.871
Rutland,VT,43.648,-72.963
Lewisburg,WV,37.809,-80.433
Smithville,TX,30.007,-97.15
Kittanning,PA,40.829,-79.519
Big Rapids,MI,43.684,-85.532
East Amwell,NJ,40.45,-74.799
Elmira Heights,NY,42.127,-76.826
Woodlawn,OH,39.256,-84.471
Madill,OK,34.086,-96.775
Charlotte,VT,44.309,-73.234
Coleman,TX,31.831,-99.422
Zelienople,PA,40.785,-80.139
Northumberland,PA,40.897,-76.795
Colonial Beach,VA,38.264,-76.994
Pittsfield,ME,44.761,-69.438
Sullivan City,TX,26.275,-98.564
Lancaster,WI,42.847,-90.706
Sewickley,PA,40.54,-80.179
Livingston,TN,36.388,-85.327
Baden,PA,40.64,-80.223
Metamora,IL,40.796,-89.368
Irwin,PA,40.325,-79.7
Deephaven,MN,44.929,-93.523
Lancaster,KY,37.614,-84.583
Saugerties,NY,42.075,-73.945
Rogersville,MO,37.115,-93.074
Swanton,OH,41.583,-83.89
Centerville,MN,45.164,-93.054
Wilton,NH,42.831,-71.773
Madeira Beach,FL,27.796,-82.792
Indian Head,MD,38.599,-77.156
Williamstown,KY,38.643,-84.568
Limington,ME,43.74,-70.703
Carrollton,KY,38.68,-85.166
Pennsburg,PA,40.393,-75.495
Baxter Springs,KS,37.02,-94.735
Cresco,IA,43.372,-92.116
Cisco,TX,32.385,-98.98
Richwood,LA,32.449,-92.077
Dillon,MT,45.217,-112.634
Manning,SC,33.693,-80.218
Rocky Ford,CO,38.05,-103.723
Coal Valley,IL,41.449,-90.459
Harding,NJ,40.735,-74.498
Bellaire,OH,40.017,-80.747
Nichols Hills,OK,35.546,-97.543
Pulaski,WI,44.668,-88.237
Madawaska,ME,47.292,-68.233
Surf City,NC,34.435,-77.566
Laurel,DE,38.571,-75.572
Ravenswood,WV,38.956,-81.762
Norwood Young America,MN,44.773,-93.921
Rochester,IL,39.754,-89.532
Parkesburg,PA,39.96,-75.918
White Bluff,TN,36.1,-87.211
Crandall,TX,32.628,-96.453
Frackville,PA,40.783,-76.233
Juno Beach,FL,26.875,-80.06
West Liberty,IA,41.572,-91.263
Weston Lakes,TX,29.657,-95.931
McGehee,AR,33.628,-91.396
Shrewsbury,PA,39.771,-76.68
Emerald Isle,NC,34.664,-77.031
Cranbury,NJ,40.309,-74.513
Kimberly,AL,33.774,-86.812
Amberley,OH,39.203,-84.428
Cambridge,VT,44.633,-72.825
South Point,OH,38.422,-82.579
Wilton,ME,44.616,-70.254
Glennville,GA,31.939,-81.931
Grayson,KY,38.331,-82.928
Montgomery,NY,41.521,-74.239
Freeland,PA,41.021,-75.896
Unicoi,TN,36.222,-82.329
West Brookfield,MA,42.249,-72.149
Hephzibah,GA,33.293,-82.095
Boardman,OR,45.837,-119.693
Brentwood,MD,38.944,-76.957
Waukon,IA,43.269,-91.478
Pomona,NY,41.189,-74.054
Bunker Hill Village,TX,29.765,-95.532
Florence,CO,38.38,-105.098
Upland,IN,40.463,-85.501
Merchantville,NJ,39.95,-75.05
Bishop,CA,37.366,-118.396
Williamston,MI,42.683,-84.284
Hardin,MT,45.742,-107.608
Winterport,ME,44.651,-68.959
Boyne City,MI,45.214,-85.013
Cockrell Hill,TX,32.738,-96.889
Fort Gibson,OK,35.783,-95.26
Golf Manor,OH,39.187,-84.447
Nash,TX,33.442,-94.129
Orrington,ME,44.722,-68.784
Clyde,TX,32.406,-99.504
Mogadore,OH,41.052,-81.407
St Joseph,IL,40.115,-88.036
Booneville,AR,35.14,-93.919
Georgetown,IN,38.299,-85.963
Red Bud,IL,38.211,-89.994
Stanley,WI,44.959,-90.944
Dexter,ME,45.039,-69.282
North Hudson,WI,44.996,-92.755
Kingwood,NJ,40.507,-75.008
Boonsboro,MD,39.507,-77.658
Delmar,MD,38.442,-75.562
Houston,MS,33.896,-89.003
Newport,MN,44.874,-92.999
New Lebanon,OH,39.744,-84.394
Portland,MI,42.869,-84.898
Canaan,NH,43.678,-72.045
Denver,PA,40.234,-76.141
Montague,NJ,41.292,-74.728
Carter Lake,IA,41.289,-95.917
Gentry,AR,36.259,-94.49
Riverwoods,IL,42.173,-87.895
Edgecliff Village,TX,32.656,-97.341
Plainwell,MI,42.452,-85.651
Marshall,WI,43.171,-89.061
Oneida,TN,36.517,-84.509
Rochester,WI,42.733,-88.25
Byron,IL,42.127,-89.263
Bristol,VT,44.118,-73.068
Tabor City,NC,34.152,-78.872
Hudson,NC,35.847,-81.486
Lindsborg,KS,38.577,-97.675
Leakesville,MS,31.154,-88.558
Montrose,MN,45.067,-93.918
Sloan,NY,42.892,-78.792
Harrington,DE,38.924,-75.57
Larned,KS,38.183,-99.101
Pine Island,MN,44.198,-92.628
Horicon,WI,43.445,-88.637
Romeo,MI,42.805,-83.003
Wintersville,OH,40.375,-80.701
Ridgeland,SC,32.481,-80.98
Hebron,IN,41.325,-87.202
Independence,MN,45.018,-93.719
Washington,GA,33.732,-82.744
Chester,CT,41.404,-72.488
San Diego,TX,27.761,-98.239
Hugoton,KS,37.176,-101.347
Wills Point,TX,32.709,-96.005
Bethlehem,NJ,40.669,-75.013
Catskill,NY,42.213,-73.86
Russell,KY,38.514,-82.692
South Glens Falls,NY,43.294,-73.634
Swansboro,NC,34.693,-77.134
Eldorado,IL,37.812,-88.442
Hanover,IN,38.714,-85.473
Wiscasset,ME,44.023,-69.677
Greenhills,OH,39.267,-84.519
Arcadia,WI,44.249,-91.495
Maiden,NC,35.586,-81.22
Forsyth,IL,39.926,-88.964
Barron,WI,45.402,-91.844
Richfield,OH,41.233,-81.644
Zumbrota,MN,44.295,-92.673
Albia,IA,41.027,-92.804
Dawsonville,GA,34.433,-84.124
West Point,GA,32.901,-85.14
Cotulla,TX,28.436,-99.237
Camden,DE,39.099,-75.557
Kekaha,HI,21.968,-159.714
Oglesby,IL,41.296,-89.069
Wheatland,CA,39.008,-121.429
Morton,MS,32.35,-89.655
Loxley,AL,30.686,-87.74
Gooding,ID,42.937,-114.713
Emmetsburg,IA,43.115,-94.68
Malden,MO,36.591,-89.979
Vicksburg,MI,42.123,-85.538
Taylor Lake Village,TX,29.575,-95.055
Imlay City,MI,43.017,-83.076
Gamewell,NC,35.864,-81.598
Newcomerstown,OH,40.276,-81.595
San Joaquin,CA,36.606,-120.189
Heyburn,ID,42.56,-113.762
Stilwell,OK,35.815,-94.631
Columbus,TX,29.703,-96.557
Nome,AK,64.506,-165.415
Troutman,NC,35.686,-80.885
Sidney,NY,42.303,-75.403
Yellow Springs,OH,39.8,-83.895
Brimfield,MA,42.131,-72.231
Chandler,IN,38.039,-87.374
Carefree,AZ,33.823,-111.914
Landis,NC,35.55,-80.61
Kitty Hawk,NC,36.07,-75.717
Northwoods,MO,38.704,-90.282
Norton,VA,36.932,-82.626
Wilkesboro,NC,36.142,-81.174
Honea Path,SC,34.447,-82.394
McCall,ID,44.901,-116.11
Spencerport,NY,43.188,-77.807
Umatilla,FL,28.927,-81.664
Highland Falls,NY,41.365,-73.969
Minerva,OH,40.731,-81.102
Bloomer,WI,45.103,-91.492
Manila,AR,35.884,-90.164
Pittsboro,IN,39.868,-86.465
Deer Park,IL,42.166,-88.086
Prestonsburg,KY,37.702,-82.752
Port Vue,PA,40.338,-79.874
Walthourville,GA,31.772,-81.619
Woodstown,NJ,39.65,-75.326
Essex,MA,42.632,-70.781
Camden,TN,36.066,-88.104
Indian Rocks Beach,FL,27.897,-82.844
Anthony,TX,31.984,-106.596
West Gardiner,ME,44.22,-69.872
Hohenwald,TN,35.552,-87.554
Jamestown,NC,35.998,-79.935
Angels,CA,38.071,-120.552
Paoli,IN,38.557,-86.47
Mora,MN,45.876,-93.292
Provincetown,MA,42.061,-70.205
Sunderland,MA,42.454,-72.561
Franklinton,LA,30.848,-90.146
Knox,IN,41.291,-86.621
Long Prairie,MN,45.97,-94.862
Chipley,FL,30.776,-85.54
Minoa,NY,43.075,-76.009
Eastover,NC,35.095,-78.786
Elgin,OK,34.785,-98.301
Mount Pleasant,UT,39.541,-111.456
Lowell,NC,35.269,-81.101
Owego,NY,42.105,-76.262
Harrisburg,OR,44.27,-123.163
Omro,WI,44.039,-88.739
Thomasville,AL,31.911,-87.742
Greensboro,GA,33.57,-83.186
Lansing,NY,42.49,-76.488
Southgate,KY,39.063,-84.478
Barkhamsted,CT,41.931,-72.98
Fulton,IL,41.865,-90.157
Casco,ME,43.974,-70.521
Liberty Hill,TX,30.662,-97.908
Warsaw,NY,42.743,-78.141
Washington,CT,41.651,-73.31
Rockport,ME,44.176,-69.113
West Columbia,TX,29.142,-95.649
South Toms River,NJ,39.941,-74.21
Rutherfordton,NC,35.364,-81.961
Stanford,KY,37.534,-84.665
Combined Locks,WI,44.264,-88.307
Aledo,IL,41.199,-90.744
Fairbury,IL,40.746,-88.518
Two Harbors,MN,47.03,-91.675
Walpole,NH,43.06,-72.401
Groesbeck,TX,31.526,-96.528
Kane,PA,41.663,-78.809
Baldwin,GA,34.487,-83.548
Kennebunkport,ME,43.412,-70.459
Cedar Springs,MI,43.219,-85.553
Green,NJ,40.97,-74.79
Osage,IA,43.283,-92.811
Sweeny,TX,29.046,-95.698
Granger,WA,46.345,-120.193
Leo Cedarville,IN,41.221,-85.022
Delta,UT,39.355,-112.573
Piggott,AR,36.385,-90.202
Jasper,FL,30.531,-82.958
North Wildwood,NJ,39.004,-74.799
Ballinger,TX,31.741,-99.956
Hazlehurst,MS,31.864,-90.393
Little Compton,RI,41.518,-71.164
Palmyra,MO,39.799,-91.528
Farmersville,TX,33.161,-96.362
Frontenac,MO,38.63,-90.419
Jasper,TN,35.066,-85.622
Norwich,VT,43.752,-72.325
Whitesboro,NY,43.124,-75.297
Lyons,KS,38.346,-98.203
Ainaloa,HI,19.521,-154.994
Eastland,TX,32.402,-98.817
Johnson,AR,36.125,-94.174
St Anthony,ID,43.965,-111.685
Oregon,IL,42.013,-89.336
Tolono,IL,39.992,-88.262
Etowah,TN,35.338,-84.528
Elkins,AR,36.016,-94.019
Melrose,MN,45.677,-94.815
Eagle Grove,IA,42.667,-93.903
Shaftsbury,VT,42.981,-73.209
Mission Hills,KS,39.014,-94.618
Beaver,UT,38.274,-112.64
Welch,WV,37.428,-81.591
Wheatland,WY,42.052,-104.959
Centre,AL,34.155,-85.669
Lake Providence,LA,32.802,-91.175
Litchfield,ME,44.157,-69.929
Manor,PA,40.346,-79.669
Manchester,GA,32.859,-84.634
Windsor,NC,35.993,-76.94
ONeill,NE,42.461,-98.646
Sterling,CT,41.679,-71.82
Gatlinburg,TN,35.725,-83.494
Tuckerton,NJ,39.592,-74.334
Marianna,AR,34.774,-90.767
Oakwood,OH,41.367,-81.504
Harlem,GA,33.416,-82.314
Howe,TX,33.513,-96.618
Lloyd Harbor,NY,40.921,-73.443
Avondale Estates,GA,33.769,-84.265
Islandia,NY,40.807,-73.171
Wellfleet,MA,41.94,-70.005
Carey,OH,40.95,-83.385
Lake Clarke Shores,FL,26.646,-80.075
McLendon Chisholm,TX,32.851,-96.392
Lake View,AL,33.282,-87.141
Northern Cambria,PA,40.657,-78.778
Windsor,VT,43.481,-72.421
Haring,MI,44.302,-85.377
Clifton Forge,VA,37.823,-79.825
Ketchum,ID,43.692,-114.383
Paulding,OH,41.143,-84.583
West Tisbury,MA,41.406,-70.656
Vandalia,MO,39.308,-91.489
Chesterfield,NH,42.891,-72.449
Hanover,MN,45.158,-93.663
Gravette,AR,36.419,-94.446
Hainesville,IL,42.336,-88.073
High Bridge,NJ,40.67,-74.891
Seymour,WI,44.514,-88.327
Toledo,OR,44.619,-123.934
Milbank,SD,45.219,-96.634
Ozark,AR,35.499,-93.843
Northfield,OH,41.343,-81.529
Blanchard,LA,32.58,-93.885
Midway,FL,30.501,-84.462
Perry,NY,42.717,-78.007
Silt,CO,39.549,-107.652
Centerville,TN,35.826,-87.437
Riverton,IL,39.846,-89.542
Beaver Dam,KY,37.407,-86.878
Sherman,CT,41.561,-73.496
Gouverneur,NY,44.337,-75.466
Stanhope,NJ,40.913,-74.703
Shavano Park,TX,29.584,-98.556
Black River Falls,WI,44.295,-90.845
Richmond,ME,44.124,-69.831
Evergreen,AL,31.443,-86.96
Laguna Vista,TX,26.107,-97.302
Mariemont,OH,39.144,-84.378
Sauk City,WI,43.273,-89.732
Nowata,OK,36.699,-95.638
Wadsworth,IL,42.425,-87.902
Oakland,FL,28.554,-81.633
Williamstown,VT,44.109,-72.536
Carrollton,MO,39.364,-93.495
Cleveland,GA,34.598,-83.761
Lockland,OH,39.228,-84.456
Le Roy,IL,40.339,-88.763
Muttontown,NY,40.825,-73.536
Perham,MN,46.599,-95.574
Priceville,AL,34.524,-86.882
Pen Argyl,PA,40.868,-75.254
Gunnison,UT,39.157,-111.813
Elba,AL,31.417,-86.077
Durand,MI,42.914,-83.988
Pelham,GA,31.127,-84.152
Blackshear,GA,31.299,-82.243
Broken Bow,NE,41.405,-99.64
Hesston,KS,38.14,-97.422
Mount Gilead,OH,40.554,-82.828
Lake Delton,WI,43.594,-89.785
West Point,NE,41.838,-96.706
Mahanoy City,PA,40.813,-76.138
Shenandoah,TX,30.184,-95.456
Ocilla,GA,31.599,-83.25
Pleasant Valley,WV,39.453,-80.155
St Augusta,MN,45.45,-94.196
Hatfield,PA,40.277,-75.299
Princeton,MA,42.453,-71.879
New Hampton,IA,43.057,-92.316
Spring City,PA,40.177,-75.546
El Dorado Springs,MO,37.87,-94.02
Eveleth,MN,47.473,-92.549
Oxford,MI,42.823,-83.254
Waterloo,WI,43.184,-88.99
Johnson,VT,44.654,-72.682
Pendleton,SC,34.65,-82.783
Flat Rock,NC,35.263,-82.456
Mifflinburg,PA,40.92,-77.047
Plainview,MN,44.165,-92.169
Myrtle Creek,OR,43.024,-123.279
Benson,MN,45.315,-95.607
Leesburg,GA,31.732,-84.169
Aurora,IN,39.065,-84.903
Benton City,WA,46.264,-119.479
Monte Sereno,CA,37.24,-121.988
Crane,TX,31.392,-102.35
Gothenburg,NE,40.925,-100.154
Gibson City,IL,40.467,-88.379
Hillsboro,MO,38.232,-90.567
Kenedy,TX,28.818,-97.852
Highgate,VT,44.965,-73.05
Rochester,PA,40.703,-80.283
Auburn,NE,40.389,-95.844
Wellsboro,PA,41.746,-77.304
Frederick,OK,34.353,-98.987
Middlebury,IN,41.67,-85.709
Moreland Hills,OH,41.442,-81.437
Clifton,TX,31.782,-97.582
Austin,AR,35.007,-91.989
Avalon,CA,33.333,-118.33
West Orange,TX,30.079,-93.76
Fairview,NC,35.164,-80.526
Yuma,CO,40.124,-102.718
Winnsboro,TX,32.956,-95.291
Reno,TX,33.666,-95.48
Shadyside,OH,39.972,-80.751
Union City,IN,40.199,-84.821
Goldendale,WA,45.821,-120.819
Sleepy Eye,MN,44.299,-94.725
Wrightsville,GA,32.727,-82.72
Marysville,KS,39.843,-96.638
Hartland,VT,43.575,-72.438
Princess Anne,MD,38.205,-75.696
West Lake Hills,TX,30.292,-97.808
Eagle Lake,TX,29.587,-96.329
Merton,WI,43.144,-88.312
North Plains,OR,45.597,-122.996
Tomahawk,WI,45.479,-89.712
Brookfield,MA,42.193,-72.101
Elma,WA,47.007,-123.405
Etna,PA,40.495,-79.95
Waikapu,HI,20.836,-156.531
Gray,GA,33.001,-83.538
Iowa,LA,30.239,-93.013
Livingston,AL,32.596,-88.187
Yountville,CA,38.396,-122.367
Madison,OH,41.772,-81.053
Alma,GA,31.543,-82.476
Upper Pittsgrove,NJ,39.611,-75.224
Heflin,AL,33.647,-85.569
Hicksville,OH,41.294,-84.765
Summersville,WV,38.284,-80.842
Breckenridge,MN,46.266,-96.585
Manti,UT,39.267,-111.638
New Baden,IL,38.537,-89.705
Hawaiian Acres,HI,19.532,-155.05
Hubbard,OR,45.182,-122.807
North Wales,PA,40.211,-75.274
La Center,WA,45.866,-122.667
Orange,OH,41.443,-81.474
Peshtigo,WI,45.059,-87.745
Kaunakakai,HI,21.089,-157
Malvern,PA,40.033,-75.515
Parker,AZ,34.042,-114.226
St Johns,AZ,34.5,-109.377
Somerville,TN,35.232,-89.375
Cleves,OH,39.165,-84.74
Ringgold,GA,34.915,-85.12
West Point,VA,37.552,-76.802
Hobart,OK,35.025,-99.088
Wallace,NC,34.738,-77.991
Germantown Hills,IL,40.772,-89.462
Beloit,KS,39.465,-98.108
Ebensburg,PA,40.488,-78.727
Grantham,NH,43.517,-72.152
Holton,KS,39.47,-95.733
Springdale,PA,40.541,-79.781
Vinton,LA,30.195,-93.582
Avon,NY,42.913,-77.747
Moulton,AL,34.488,-87.283
Crystal River,FL,28.906,-82.61
Fordyce,AR,33.818,-92.418
Hot Springs,SD,43.431,-103.483
South Harrison,NJ,39.706,-75.27
Blanding,UT,37.623,-109.513
Mount Oliver,PA,40.411,-79.986
Mount Angel,OR,45.07,-122.796
Ingram,PA,40.445,-80.069
Pickens,SC,34.886,-82.71
Waldron,AR,34.901,-94.093
Alexander,AR,34.618,-92.452
Bethlehem,CT,41.637,-73.223
Hahira,GA,30.996,-83.381
Johnston City,IL,37.821,-88.929
Teague,TX,31.629,-96.281
Frontenac,KS,37.457,-94.703
Puhi,HI,21.962,-159.392
Water Valley,MS,34.162,-89.63
Essexville,MI,43.612,-83.842
Rio Dell,CA,40.496,-124.115
Altavista,VA,37.123,-79.284
Millvale,PA,40.482,-79.974
Netcong,NJ,40.898,-74.702
Newcastle,WY,43.85,-104.197
Dewey,OK,36.791,-95.933
Saddle River,NJ,41.024,-74.093
Clinton,ME,44.67,-69.521
Fryeburg,ME,44.061,-70.935
North Baltimore,OH,41.18,-83.668
Farmerville,LA,32.775,-92.401
Liberty,SC,34.791,-82.701
Ponce Inlet,FL,29.087,-80.927
Paw Paw,MI,42.214,-85.892
Dublin,TX,32.088,-98.339
Dunstable,MA,42.675,-71.504
Union Springs,AL,32.14,-85.715
Port St Joe,FL,29.823,-85.311
Mayfield,OH,41.549,-81.431
Loxahatchee Groves,FL,26.711,-80.276
Hartford,SD,43.621,-96.944
Robins,IA,42.079,-91.674
Blackstone,VA,37.082,-78.003
Hatfield,MA,42.388,-72.617
Story City,IA,42.186,-93.587
Rural Hall,NC,36.225,-80.297
Newbern,TN,36.117,-89.269
Ohioville,PA,40.685,-80.483
Coplay,PA,40.671,-75.496
Ellsworth,WI,44.736,-92.48
Mingo Junction,OH,40.325,-80.619
Rayville,LA,32.471,-91.757
Bunkie,LA,30.955,-92.186
Williamsburg,IA,41.669,-92.013
Berwyn Heights,MD,38.993,-76.913
Chincoteague,VA,37.949,-75.353
Dandridge,TN,36.03,-83.43
Newburgh,IN,37.949,-87.405
Campton,NH,43.828,-71.631
Haworth,NJ,40.962,-73.997
Peralta,NM,34.828,-106.686
Red Oak,NC,36.06,-77.906
Sunapee,NH,43.393,-72.087
Weaver,AL,33.763,-85.813
Nesquehoning,PA,40.878,-75.822
Forks,WA,47.954,-124.388
Mattawa,WA,46.736,-119.902
Nahant,MA,42.424,-70.932
Welsh,LA,30.236,-92.812
Lanai City,HI,20.828,-156.915
Lordstown,OH,41.171,-80.866
Annandale,MN,45.26,-94.12
Hartville,OH,40.962,-81.334
Hominy,OK,36.422,-96.391
Jefferson,OR,44.716,-123.007
Sheffield,MA,42.104,-73.359
Llano,TX,30.753,-98.67
Jackson,MN,43.628,-94.987
Fort Fairfield,ME,46.764,-67.856
Bandon,OR,43.115,-124.416
Milford,IA,43.323,-95.153
Plymouth,NC,35.859,-76.748
Bullard,TX,32.144,-95.321
Johnson Creek,WI,43.079,-88.771
Moscow Mills,MO,38.94,-90.925
Trafford,PA,40.385,-79.758
Delta,OH,41.575,-84.005
Lake,MI,41.919,-86.534
Roland,OK,35.417,-94.51
Gallipolis,OH,38.82,-82.191
Galena,IL,42.423,-90.43
Grangeville,ID,45.926,-116.122
Spencer,NC,35.699,-80.425
Palmyra,NY,43.061,-77.23
Lewes,DE,38.779,-75.144
South Jacksonville,IL,39.699,-90.224
Tusculum,TN,36.175,-82.745
Oliver Springs,TN,36.04,-84.328
Elizabethtown,NC,34.624,-78.61
Wellford,SC,34.946,-82.099
Milton,DE,38.775,-75.31
Algona,WA,47.282,-122.25
Buffalo,MO,37.645,-93.097
Thiensville,WI,43.237,-87.976
Dannemora,NY,44.72,-73.719
Boscobel,WI,43.143,-90.698
Alloway,NJ,39.559,-75.316
Tupper Lake,NY,44.23,-74.462
Hiawatha,KS,39.851,-95.538
Eagle Lake,MN,44.162,-93.884
Norridgewock,ME,44.726,-69.815
Blissfield,MI,41.831,-83.864
Holden,ME,44.76,-68.66
Bunnell,FL,29.419,-81.319
Masontown,PA,39.851,-79.906
Chandler,TX,32.307,-95.474
Brodhead,WI,42.617,-89.375
Dilley,TX,28.668,-99.177
Penbrook,PA,40.278,-76.848
Lowville,NY,43.787,-75.487
Muldrow,OK,35.403,-94.598
Ravena,NY,42.476,-73.811
Sherwood,WI,44.177,-88.275
Sugar Creek,MO,39.14,-94.409
Lake Park,NC,35.084,-80.634
Ely,MN,47.905,-91.853
Athens,PA,41.933,-76.516
Franklin,NJ,40.554,-74.946
Hogansville,GA,33.167,-84.903
Hamburg,NJ,41.148,-74.573
Ossian,IN,40.879,-85.168
Presidio,TX,29.56,-104.365
Brillion,WI,44.176,-88.069
Mannford,OK,36.133,-96.33
Mobridge,SD,45.541,-100.436
Cheshire,MA,42.566,-73.167
Pownal,VT,42.791,-73.213
Macungie,PA,40.516,-75.554
Centerville,PA,40.032,-79.959
Morganfield,KY,37.686,-87.883
Clare,MI,43.824,-84.765
Captain Cook,HI,19.5,-155.894
Carlyle,IL,38.622,-89.375
Stanton,KY,37.847,-83.857
Belgrade,ME,44.48,-69.852
Montgomery,MN,44.445,-93.58
Cashmere,WA,47.517,-120.466
Crestview Hills,KY,39.024,-84.57
Yorkville,WI,42.687,-87.995
Springfield,NJ,40.026,-74.701
Bristol,NH,43.614,-71.736
Kingstree,SC,33.667,-79.829
New York Mills,NY,43.101,-75.293
Algoma,WI,44.605,-87.446
Garnett,KS,38.286,-95.241
Pohatcong,NJ,40.635,-75.159
Brackenridge,PA,40.608,-79.74
Mount Penn,PA,40.329,-75.89
Rockwood,MI,42.07,-83.242
Dundee,OR,45.276,-123.007
Howards Grove,WI,43.829,-87.821
Carthage,NY,43.985,-75.603
Fredon,NJ,41.031,-74.804
Hodgenville,KY,37.567,-85.735
Red Bay,AL,34.441,-88.143
Melbourne Beach,FL,28.068,-80.561
